property_type,city,baths,area,bedrooms,price
3,2,2,4.2,2,6500000
3,2,2,4.2,2,6800000
3,2,2,4.2,2,6600000
3,2,2,4.2,2,6900000
3,2,2,4.2,2,6100000
3,2,2,4.2,2,6300000
3,2,2,4.2,2,6200000
3,2,3,4.9,2,11500000
2,2,3,8,3,13100000
2,2,0,4.8,0,16000000
0,2,0,4.8,2,6200000
1,2,0,4.8,3,6500000
1,2,0,4.8,3,6500000
1,2,0,4.8,3,7000000
1,2,0,4.8,3,7000000
2,2,0,4.8,0,13500000
1,2,0,4.8,0,7000000
2,2,0,4.8,0,14000000
2,2,0,4.8,0,14000000
1,2,0,1.6,0,2400000
1,2,0,1.6,0,2400000
1,2,0,2.4,0,3500000
1,2,0,2.4,0,3500000
2,2,3,6.4,3,8800000
2,2,2,3.2,3,11000000
2,2,4,3,4,8500000
2,2,3,6.7,3,30000000
3,2,2,4.4,2,7400000
3,2,2,4.4,2,7400000
3,2,2,3.3,2,4400000
3,2,2,4.4,2,6200000
2,2,3,3,6,8000000
3,2,1,2.4,1,3000000
2,2,3,2.4,6,4000000
3,2,0,6.4,3,9500000
3,2,0,6.4,3,10500000
3,2,0,6.4,3,13500000
3,2,0,4.4,2,6500000
3,2,0,4.4,2,7600000
3,2,0,3.3,2,5500000
3,2,0,4.4,2,6500000
3,2,0,4.4,2,6500000
3,2,0,6,3,8000000
3,2,0,7.1,3,10500000
3,2,0,3.3,2,5200000
3,2,0,4.9,2,7000000
3,2,0,4.2,2,6500000
3,2,0,4.2,2,6500000
3,2,0,4.2,2,4600000
0,2,0,8,3,13500000
0,2,0,8,3,13500000
2,2,0,16,6,50000000
2,2,0,4.8,4,23000000
0,2,0,16,3,20000000
3,2,2,2.7,2,4500000
2,2,6,3.6,6,11500000
3,2,2,4.2,2,9000000
3,2,2,3,2,4800000
2,2,2,5,3,12000000
0,2,0,4.8,0,5000000
1,2,0,2.4,0,4000000
3,2,0,2.9,2,4200000
2,2,0,4.8,0,14000000
2,2,0,9.6,0,27500000
2,2,0,4.8,0,14500000
1,2,0,4.8,0,5500000
1,2,0,2.4,0,4000000
1,2,0,2.4,0,4000000
2,2,0,4.8,0,14000000
3,2,4,5,3,6500000
2,2,2,5,3,9400000
3,2,0,4.2,2,9000000
2,2,2,8,3,6500000
2,0,4,7,4,16000000
2,0,6,14.2,6,44500000
3,0,1,3,1,5600000
2,0,2,5,2,18500000
2,0,4,9.3,4,34000000
2,0,4,8,3,4300000
2,0,4,8,3,5400000
3,0,3,9.1,3,11500000
3,0,1,2.8,1,3100000
2,0,0,4.4,0,17000000
3,0,3,12.9,3,20000000
3,0,3,7.8,3,32000000
2,0,0,10,0,12500000
2,0,0,10.9,0,30000000
2,0,5,10,5,16500000
3,0,3,7.8,3,32000000
2,0,0,16,0,70000000
2,0,4,8,3,7200000
2,4,4,10,4,22500000
2,4,5,10,5,41000000
2,4,5,10,4,30500000
2,4,4,10,4,22000000
2,4,4,5,3,14500000
2,4,0,5,3,17500000
2,4,4,5,3,21500000
2,4,4,10,4,23000000
2,4,5,5,4,8800000
2,4,6,10,5,27000000
2,4,5,5,3,12500000
2,4,0,8,6,15500000
2,4,4,5,4,11000000
2,4,3,5,2,4800000
2,4,6,10,4,41000000
2,4,4,5,3,15200000
2,4,5,10,4,27800000
2,4,6,5,4,11800000
2,4,4,5,3,18800000
2,4,5,5,4,10000000
2,4,5,5,4,12000000
2,4,4,5,3,10200000
2,4,0,10,0,22500000
2,4,5,10,4,24000000
1,4,2,10,1,3500000
2,4,3,5,3,12500000
2,4,4,5,3,10800000
2,4,0,7.5,4,16500000
2,4,0,10,10,13000000
2,4,0,3,3,7800000
2,4,5,5,3,12800000
2,4,4,7,5,16500000
2,4,6,10,5,21000000
2,4,4,5,3,12500000
2,4,5,10,4,19000000
3,4,7,10,3,14000000
2,4,5,5,3,12300000
2,4,0,3.5,3,8800000
2,4,0,5,3,11500000
2,4,0,4.5,3,8500000
2,4,0,7.5,3,17000000
2,4,0,7.5,5,15500000
2,4,0,9,4,16000000
2,4,0,3,6,7500000
2,4,5,5,3,10800000
2,4,6,10,5,35000000
2,4,5,5,3,11500000
2,4,5,5,3,11800000
2,4,7,10.1,6,26000000
2,4,0,5,0,13500000
2,4,5,5,3,12400000
2,4,6,10,6,25000000
2,4,5,5,3,11400000
2,4,0,10,5,15000000
2,1,6,8,6,15000000
2,1,5,12,5,3
2,1,5,7,4,10000000
2,1,2,5,2,5500000
2,1,3,10,3,25500000
2,1,7,11,6,29000000
2,1,6,7,5,14500000
2,2,2,6.1,2,7500000
2,2,2,6.1,2,7500000
2,2,4,3.2,6,8000000
2,2,2,9.6,2,7500000
2,2,2,6.1,2,7500000
2,2,3,16,3,42500000
2,2,2,9.6,2,7500000
3,2,6,14.5,6,22900000
2,2,3,4.8,6,12000000
3,2,2,4.4,2,6500000
3,2,3,4.7,3,6000000
0,2,4,12,3,21000000
3,2,3,8,3,13500000
2,2,5,3.2,5,8500000
2,2,2,2.6,2,4200000
2,2,2,2.6,2,4200000
2,2,2,4,2,4500000
2,2,2,4,2,4500000
2,2,2,3.4,2,5200000
2,2,2,3.4,2,5200000
2,2,0,3.4,0,3600000
2,2,0,3.4,0,3600000
2,2,0,3.4,0,2700000
2,2,0,3.4,0,2700000
2,2,2,5,3,4500000
1,2,2,4.8,2,7500000
3,2,0,4.2,2,5500000
3,2,0,3.3,2,3800000
3,2,1,2.6,2,4200000
2,2,2,4.8,2,7850000
2,2,0,4.8,0,9500000
2,2,4,4.8,4,16500000
2,2,0,4.8,2,4500000
2,2,0,4.8,4,7500000
2,2,3,9.6,3,33000000
3,2,3,6,3,15000000
2,2,3,6.2,3,13500000
2,2,6,4.9,5,16000000
3,2,3,7.8,3,15000000
3,2,0,4.4,2,4200000
3,2,0,3.3,2,2600000
3,2,0,4.2,2,6000000
3,2,0,3.6,2,5600000
3,2,0,2,3,2050000
3,2,0,5.8,3,5400000
3,2,2,4.4,2,9500000
3,2,0,7.8,3,25000000
3,2,0,6,3,11500000
3,2,0,4,2,6000000
3,2,0,4.4,2,6000000
1,2,0,8,3,8000000
3,2,0,5.8,3,8000000
3,2,0,7.1,3,14000000
2,2,0,9.6,8,32500000
2,2,0,16,8,48000000
5,2,0,3.2,0,4500000
2,2,7,9.6,6,40000000
3,0,1,1.8,1,2665000
2,0,2,5,2,3550000
2,0,2,4.5,3,4800000
2,0,2,5,2,2300000
2,0,2,5,2,2900000
2,0,0,5.6,2,9500000
2,0,0,3.6,3,5500000
2,0,0,8,0,25000000
2,0,2,8,2,6000000
2,0,4,5,4,7800000
2,0,4,5,4,7500000
2,0,4,5,4,7500000
2,0,3,15,3,17000000
2,0,3,15,3,16000000
2,0,5,15,5,21000000
2,0,5,15,5,22000000
2,0,2,10,2,11000000
2,0,2,10,2,10000000
2,0,4,15,4,13000000
2,0,4,15,4,12000000
3,0,0,5.1,2,32500000
2,0,0,8,3,7000000
2,0,0,5,3,9500000
3,0,1,5.6,1,9000000
2,0,6,10,5,26500000
2,0,3,10,3,13000000
3,0,2,7.6,2,12000000
3,4,1,4.2,1,4750000
3,4,2,3.8,3,4000000
2,4,4,3,3,8800000
2,4,0,10,5,18000000
2,4,0,4.5,3,9500000
2,4,0,10,6,25000000
2,4,0,10,5,21000000
2,4,0,10,5,22000000
2,4,3,3,4,8200000
2,4,3,4,3,11500000
2,4,2,2.5,2,4200000
2,4,3,4,3,14000000
6,4,0,8,0,20000000
6,4,0,8,0,20000000
6,4,0,8,0,20000000
2,4,0,6,2,8500000
2,4,0,6,2,7500000
2,4,4,5,3,10000000
2,4,5,10,4,23000000
2,4,4,5,3,5500000
2,4,3,2,2,7000000
2,4,6,10,5,17000000
2,4,0,3,3,4000000
2,4,0,2,1,2500000
2,4,0,3,3,6500000
2,4,0,6.5,3,6500000
2,4,0,6.5,3,6600000
2,4,0,4,8,7500000
2,4,0,4,3,14500000
2,4,0,4,4,11500000
2,4,0,5,5,12500000
2,4,0,2,2,5500000
2,4,0,5,4,16000000
2,4,0,5,4,16000000
2,4,0,2,0,5500000
2,4,0,2,3,5000000
2,4,2,5,3,10200000
2,4,3,5,3,14500000
2,4,0,4,3,7500000
2,4,0,3,3,5500000
2,4,0,6,4,11500000
2,4,0,3,3,6000000
2,4,0,5,4,8000000
2,4,5,5,1,15500000
2,4,2,3,3,4200000
2,4,0,5,3,8200000
2,4,0,5,3,8400000
2,4,0,10,5,18500000
2,4,0,5,0,10500000
2,4,0,10,5,21000000
2,4,7,10,5,21500000
2,4,2,5,2,3800000
2,4,2,5,2,4000000
2,4,3,5,3,6000000
2,4,3,3.5,4,10500000
2,4,2,10,2,22500000
2,4,6,12,4,22200000
2,4,4,3,4,8200000
2,4,6,10,5,16500000
2,4,5,10,5,21000000
2,4,4,10,3,18500000
2,4,5,10,5,32500000
2,4,4,5,3,9600000
3,4,3,11,3,16000000
2,3,3,3.5,5,7500000
3,1,2,3.9,2,2700000
2,1,0,10,2,8000000
2,1,0,10,3,9000000
2,1,0,10,6,12000000
2,1,0,10,6,14500000
2,1,0,10,6,14500000
2,1,0,10,6,15500000
2,1,0,7,5,13500000
2,1,0,10,5,18500000
2,1,0,5,2,5900000
2,1,0,11,5,21000000
2,1,0,5,3,9600000
3,1,0,4.9,1,6800000
2,1,0,10,5,16500000
2,1,0,8,3,11500000
2,1,0,5,3,9500000
2,1,0,10,5,18500000
2,1,6,8,5,18000000
2,1,4,5,4,11000000
2,1,5,7,5,15000000
2,1,7,10,5,26500000
2,2,4,5.2,5,13500000
5,2,0,5.3,2,12000000
1,2,4,11.2,3,18500000
3,2,0,9.8,4,30000000
2,2,4,8,4,18000000
2,2,4,14,4,14500000
3,2,4,13.3,4,41500000
2,2,3,6,3,14000000
2,2,0,12,5,100000000
2,2,0,12,5,97500000
3,2,0,8.9,4,25000000
2,2,0,12,4,62500000
2,2,0,12,5,92500000
3,2,2,3.6,2,4500000
1,2,0,4.8,3,7500000
2,2,0,4.8,2,16500000
1,2,0,4.8,3,9000000
2,2,0,4.8,0,12500000
2,2,0,4.8,0,13500000
3,2,2,3.9,2,6500000
2,2,0,12,4,78000000
2,2,0,12,5,98000000
2,2,0,12,4,59000000
2,2,0,12,4,74000000
2,2,0,12,4,62500000
2,2,0,12,4,65000000
2,2,0,12,5,95000000
2,2,0,4.8,2,15500000
2,2,0,4.8,4,16000000
3,2,0,5.3,3,9500000
0,2,0,4,2,4500000
0,2,0,5.9,3,8500000
0,2,0,5.9,3,8000000
0,2,0,9.6,4,14500000
2,2,0,8,4,16000000
3,2,0,7.1,3,9000000
3,2,0,4,2,6000000
3,2,0,3.3,2,4400000
3,2,0,3.8,2,7000000
0,2,0,4.8,0,8000000
0,2,0,4.8,0,9500000
2,2,2,5.1,3,16000000
2,0,3,6,2,9000000
2,0,4,4.9,4,16000000
2,0,2,6,2,8000000
3,0,2,2,2,6000000
2,0,5,4.4,4,14500000
3,0,2,2,2,4500000
2,0,3,7,3,30500000
2,0,3,7,2,10500000
2,4,6,10,6,16500000
2,4,4,5,3,20000000
2,4,4,4,4,4800000
2,4,6,8,5,15000000
2,4,3,3,3,8200000
2,4,7,16,7,27000000
2,4,6,12,5,35000000
2,4,4,7,3,20000000
2,4,4,5,3,21000000
3,4,1,2.8,1,11500000
2,4,0,10,5,17500000
2,4,0,10,4,19500000
2,4,0,10,4,22500000
2,4,0,5,3,10500000
2,4,0,5,3,9800000
2,4,0,5,3,14500000
2,4,0,10,4,27000000
2,4,0,5,0,9000000
2,4,0,10,4,36500000
2,4,0,5,3,18500000
2,4,7,8,5,16800000
2,4,0,7,3,9000000
2,4,0,5,3,9500000
2,4,6,5,5,17500000
2,4,7,8,5,17200000
2,4,3,5,3,6000000
2,4,7,8,5,16600000
2,4,0,18,3,25500000
2,4,7,8,5,16500000
2,4,4,6,3,12300000
2,4,4,5,3,14000000
2,4,4,2.4,4,6500000
2,4,3,5,3,10500000
2,4,7,8,5,18000000
2,4,3,2.1,5,4000000
2,4,2,10,2,17000000
2,4,3,5,3,12000000
2,4,6,5,6,17500000
2,4,3,5,3,14000000
2,4,3,3,3,5000000
2,4,3,2.5,3,4700000
2,4,2,2,2,3800000
2,4,3,2,3,3600000
2,4,4,5,4,16000000
2,4,3,11,3,22500000
2,4,3,2.5,2,7500000
2,4,7,8,5,17500000
2,4,7,8,5,17800000
2,4,7,8,5,18500000
2,4,7,8,5,18000000
3,4,1,2,1,3800000
2,4,4,5,3,11600000
2,4,0,5,3,7500000
3,4,3,11.6,3,12000000
2,4,4,12,4,12000000
2,4,3,10,3,20500000
2,4,3,10,3,21000000
2,4,4,10,4,23000000
2,4,4,12,4,26000000
2,4,4,5,4,16000000
2,4,3,5,3,15500000
2,4,3,5,3,15000000
2,4,3,5,3,14500000
2,4,3,5,3,14000000
2,4,5,10,5,22500000
2,4,5,10,5,26000000
2,4,5,10,5,25000000
2,4,5,10,5,24000000
2,4,5,10,5,24000000
2,4,3,5,3,13000000
2,4,5,10,5,23000000
2,4,1,5,2,3650000
2,4,5,10,5,23000000
2,4,5,10,5,24000000
2,4,4,5,4,9800000
2,4,3,5,3,13000000
2,4,3,5,3,14000000
2,4,6,8,5,16800000
2,4,6,8,5,16500000
2,4,6,8,5,15500000
2,4,6,8,5,16500000
2,1,5,7,5,13500000
2,1,4,5,4,7700000
2,1,3,4,2,4000000
2,1,2,4,2,4200000
2,1,6,8.5,4,16000000
2,1,4,10,4,19000000
2,1,6,8,5,14000000
3,1,1,2.3,1,3350000
2,1,6,7.3,4,15000000
2,1,4,10,4,22000000
2,1,5,10,5,22500000
2,1,6,10,6,16000000
2,1,4,11,4,16500000
2,1,5,12,5,17000000
2,1,4,7,4,14000000
2,1,4,5,4,11000000
3,2,3,5.6,3,5500000
2,2,6,10,6,36000000
2,2,6,9.6,6,34000000
2,2,6,9.6,6,36000000
2,2,6,4.8,6,12000000
2,2,3,4.8,2,6000000
3,2,2,3.6,2,2800000
2,2,0,9.6,0,23500000
2,2,0,9.6,0,23500000
2,2,5,14,4,17000000
3,2,2,2.8,2,504000
3,2,2,2.8,2,502000
3,2,2,2.8,2,500000
2,2,7,8,5,30000000
2,2,5,12,5,67500000
3,2,0,3,0,4200000
5,2,1,2.4,1,1100000
2,2,3,9.6,3,34000000
3,2,3,4,3,7500000
3,2,2,5.1,2,4500000
3,2,3,7.3,3,15000000
3,2,1,2.4,2,3800000
2,2,5,8.8,4,15000000
2,2,9,9.6,9,65000000
2,2,2,5.4,6,25000000
2,2,3,8,3,9900000
2,2,9,9.6,9,65000000
2,2,3,5,3,14000000
2,2,3,5,3,14000000
3,2,0,4.4,2,6000000
2,2,4,2.4,2,7500000
1,2,2,4.3,2,5100000
3,2,3,11.6,3,32000000
2,2,3,5,3,11000000
2,2,7,4.8,6,23000000
2,2,4,8,3,13000000
2,2,4,4,5,4800000
2,2,8,9.6,6,27000000
3,2,3,6.7,3,11500000
3,2,2,3,2,5000000
3,2,3,4.8,3,12500000
2,2,3,9.6,3,18000000
2,2,1,3.2,3,4000000
2,0,2,5,2,8300000
2,0,3,14,3,16500000
3,0,2,8.8,2,13100000
2,0,6,10,5,15000000
2,0,6,10,5,14000000
2,0,5,8,5,20000000
2,0,6,6,5,11500000
2,0,6,14.2,6,40000000
2,0,4,10.9,4,30000000
2,0,4,6.7,4,26500000
3,0,2,3.8,2,7000000
2,0,5,4,5,19000000
3,0,2,4.7,2,6000000
2,0,6,14,6,55000000
2,0,4,10,4,40000000
2,0,6,14,6,55000000
2,0,4,10,4,40000000
2,0,4,8,4,32500000
2,0,4,5,4,21000000
2,0,4,4,4,20000000
2,0,4,4,4,16500000
2,4,6,8,5,16700000
2,4,6,8,5,16800000
2,4,6,8,5,16000000
2,4,6,8,5,16500000
2,4,6,8,5,17500000
2,4,0,2,0,9500000
2,4,5,10,4,27000000
2,4,3,6,3,12500000
2,4,6,10,5,18500000
2,4,2,3,3,2650000
2,3,6,7,4,20000000
2,1,3,10,3,18500000
2,1,5,10,5,22000000
3,1,2,5.8,2,7000000
3,2,3,7.1,3,13500000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,2,5,2,8700000
2,2,3,8,3,11800000
2,2,4,4.8,4,30000000
3,2,2,4,3,4500000
2,2,2,4.8,2,14500000
3,2,3,12.4,3,22500000
3,2,2,3.2,2,4500000
3,2,2,3.2,2,3400000
0,2,3,9.6,3,16000000
2,2,5,4,4,16500000
2,2,9,12,8,43000000
2,0,4,10,4,41000000
2,0,5,8,5,37000000
2,0,0,5.6,0,12000000
2,0,0,6.7,0,14000000
2,0,0,5.6,0,11500000
2,0,0,5.1,0,12500000
2,0,0,8,0,16000000
2,0,0,5.6,0,11000000
2,0,0,5.6,0,12000000
2,0,0,5.6,0,13800000
2,0,0,9.3,0,22000000
2,0,3,5,3,4600000
2,0,4,5,3,13500000
2,0,7,3,7,9200000
2,0,5,6,5,13500000
2,0,3,5,5,7500000
2,4,5,5,5,13500000
2,4,5,5,5,15000000
2,4,5,5,5,13500000
2,4,3,5,3,12500000
2,4,3,5,3,12500000
2,4,3,5,3,11000000
2,4,3,3.5,3,9500000
2,4,4,3,4,8500000
2,4,0,10,0,26000000
2,4,5,10,4,28500000
2,4,5,10,5,25500000
2,4,5,10,5,26000000
2,4,3,5,3,12500000
2,4,5,12,5,21000000
2,4,3,5,3,7500000
2,4,5,10,4,28000000
2,4,3,1.5,3,4500000
2,4,6,5,6,15500000
2,4,6,5,6,11500000
2,4,6,10,6,17000000
2,4,6,10,6,15000000
2,4,6,11,6,24000000
2,4,5,10,5,20000000
2,4,5,10,4,28000000
2,4,5,10,4,28000000
2,4,5,10,5,16500000
2,4,5,10,4,26500000
2,4,5,10,5,22500000
2,4,5,10,4,26500000
2,4,5,5,4,7000000
2,4,5,10,4,27500000
2,4,3,3,3,7000000
2,4,3,5,3,10500000
2,4,5,7,5,13000000
2,4,0,5,4,12200000
2,4,0,3,3,7000000
2,4,0,10,2,15000000
2,4,0,4.5,4,8200000
2,4,0,5,4,12500000
2,4,0,13.5,5,24000000
2,4,6,10,6,16500000
2,4,5,10,5,17000000
2,4,5,7,5,15500000
2,4,5,10,5,14000000
2,4,4,5,4,9500000
2,4,3,5,3,9500000
2,4,3,5,3,8400000
2,4,3,3,3,7000000
2,4,3,5,3,8500000
2,4,3,5,3,8600000
2,4,3,2.5,3,6500000
2,4,3,5,3,8500000
2,4,3,10,3,18000000
2,4,5,10,5,20000000
2,4,5,5,5,9000000
2,4,7,10,7,23000000
2,4,2,5,3,3800000
2,4,3,5,3,10500000
3,4,4,12,4,14500000
3,4,4,12,4,16500000
3,4,4,12,4,17500000
3,4,3,10,3,13000000
3,4,3,10,3,11500000
3,4,3,10,3,14000000
2,4,0,10,4,25000000
2,4,0,10,4,15000000
2,4,0,10,4,20000000
2,4,0,10,5,25000000
2,4,0,10,5,25000000
2,4,0,5,4,11000000
2,4,0,5,4,12500000
2,4,0,5,4,11000000
2,4,0,3,3,7200000
2,4,0,3,3,8600000
2,4,0,5,3,11000000
2,4,0,3,3,7200000
2,4,0,3,4,10700000
2,4,0,2.8,3,6500000
2,4,0,3,3,6500000
2,4,0,2.5,3,4600000
2,4,0,10,3,23000000
2,4,0,2.5,3,4500000
2,4,0,3,3,5500000
3,4,1,2.2,1,5000000
2,4,3,2.5,3,6500000
2,4,5,10,5,14000000
2,4,5,10,5,14500000
2,4,3,2.5,3,6500000
2,4,3,5,3,10500000
2,4,0,10,0,16000000
2,4,0,7,4,15000000
2,4,0,3,3,10000000
2,4,2,2,2,6200000
2,4,4,2.5,3,5500000
2,4,6,6,5,13000000
2,4,4,5,3,10600000
2,4,6,6,5,13500000
2,4,3,3,3,7500000
2,4,3,3,3,7000000
2,4,3,3,3,6800000
2,4,3,3,3,5000000
2,4,6,6,5,12000000
2,4,3,4,3,7500000
2,4,4,8,3,15000000
2,4,3,5,3,8500000
2,4,3,3,3,7500000
2,4,3,4,3,7000000
2,4,3,3,3,7000000
2,4,3,3,3,7400000
2,4,3,3,3,6500000
2,4,3,3,3,7200000
2,4,3,3,3,7800000
2,4,3,3,3,7500000
2,4,3,3,3,7700000
2,4,7,8,6,15000000
2,4,3,3,3,7900000
2,4,3,3,3,7600000
2,4,5,10,4,18200000
2,4,3,3,3,7500000
2,4,3,3,3,7100000
2,4,4,2.5,3,6000000
2,4,3,3,3,7000000
2,4,3,3,3,6900000
2,4,3,3,3,6700000
2,4,4,2.5,3,5500000
2,4,3,3,3,6600000
2,4,3,3,3,6800000
2,4,3,5,3,14000000
2,4,3,5,3,13000000
2,4,5,12,4,21800000
2,4,3,5,3,10500000
2,4,4,10,4,24500000
2,4,4,10,4,22000000
2,4,4,10,4,21000000
2,4,4,10,4,19000000
2,3,0,5,0,5000000
2,3,0,6,0,2500000
2,3,0,10,0,40000000
2,3,0,5.5,0,9000000
2,3,0,1.4,0,5000000
2,3,0,7,0,16000000
2,3,0,7,0,15500000
2,3,0,7,0,16500000
2,3,0,3.5,0,12500000
2,3,0,3.5,0,25000000
2,3,0,5,0,10000000
2,3,0,4,0,6500000
2,3,4,7,4,20000000
3,2,2,3.3,2,6300000
3,2,2,6.4,3,9300000
2,2,4,14,4,17000000
2,2,4,4.6,4,9000000
2,3,0,5,3,11500000
2,3,0,5,4,12500000
2,3,5,10,4,27500000
2,1,4,4,4,5500000
2,1,4,6,4,13500000
2,1,4,5,4,12500000
2,1,2,4,2,3900000
2,1,2,3,2,3400000
2,1,2,3,2,3600000
2,1,2,3,2,3300000
2,1,2,3,2,3500000
2,1,0,5,0,9850000
2,1,0,5,0,9845000
2,1,2,5,2,4500000
2,4,7,5.5,6,11500000
2,4,3,5,3,11500000
2,4,0,5,3,11500000
2,4,3,3,3,7000000
2,4,0,8,7,16000000
2,4,3,2.5,2,4500000
2,4,0,2,3,5500000
2,4,0,3.5,3,7500000
2,4,0,3.5,3,7000000
2,4,0,5,5,10000000
2,4,0,4.5,4,10500000
2,4,0,10,2,11500000
2,4,0,12,2,14500000
2,4,0,3,3,6500000
2,4,4,5,3,9000000
2,4,4,5,3,11500000
2,4,4,10,4,18000000
2,4,3,5,3,9000000
2,4,3,5,3,10000000
2,4,3,5,3,10000000
2,4,3,4,3,10000000
2,4,5,6,5,12500000
2,4,5,7,5,15000000
2,4,5,7,5,15000000
2,4,5,6,5,12500000
2,4,5,7,5,13000000
2,4,4,5,4,10000000
2,4,3,4,3,10000000
2,4,5,8,5,15000000
2,4,5,8,5,14000000
2,4,5,8,5,14000000
2,4,3,4,3,10000000
2,4,3,4,3,9500000
2,4,5,5,5,13000000
2,4,3,4,3,9500000
2,4,3,4,3,9800000
2,4,3,4,3,9800000
2,4,3,4,3,10500000
2,4,3,4,3,10500000
2,4,0,2.2,2,3500000
2,4,0,5,5,13000000
2,4,0,2.5,2,8000000
2,4,0,2,2,2500000
2,4,0,4,3,7500000
2,4,0,3,0,7500000
2,4,3,4,3,10000000
2,4,0,7,5,29500000
2,4,3,4,3,10500000
2,4,3,4,3,9500000
2,4,6,16,6,25000000
2,4,6,16,6,25000000
2,4,2,1.5,2,2600000
3,4,0,2.1,1,4500000
2,4,4,5,4,6100000
2,4,4,5,4,6100000
2,4,2,2,2,2200000
2,4,2,2,2,2200000
2,4,3,2,3,4000000
2,4,3,2,3,4000000
2,4,3,2,3,4000000
2,4,3,6,3,12000000
2,4,4,9,4,25000000
2,4,2,2,2,6200000
2,4,5,10,5,25000000
2,4,5,10,5,24500000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,2,2,2,6000000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,3,4,3,9500000
2,4,3,3,3,8000000
2,4,3,4,3,9500000
2,4,3,3,3,8000000
2,4,3,5,3,12000000
2,4,3,4,3,9500000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,2,2,2,5500000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,3,5,3,12000000
2,4,3,5,3,12500000
2,4,3,5,3,12500000
2,4,3,5,3,15000000
2,4,4,10,4,20000000
2,4,4,10,4,22500000
2,4,5,10,4,42500000
2,4,5,10,4,35000000
2,4,5,10,4,37500000
2,4,5,7,4,16000000
2,4,5,10,4,33000000
2,4,5,10,4,19500000
2,4,5,10,5,19500000
2,4,5,5,3,10500000
2,4,5,5,3,11800000
2,4,5,5,3,12800000
2,4,5,5,3,10000000
2,4,4,7,4,24000000
2,4,4,7,4,24000000
2,4,4,5,3,11000000
2,4,3,2,3,7500000
3,4,2,2.6,1,6800000
2,4,5,10,5,23000000
2,4,0,5,5,16000000
2,4,3,2,3,8000000
2,4,3,5,3,15000000
2,4,3,5,3,13000000
2,4,4,10,4,20000000
2,4,4,10,4,21000000
2,4,4,10,4,22000000
2,4,4,10,4,22500000
2,4,5,10,5,24000000
2,4,4,10,4,23000000
2,4,4,10,4,25000000
2,4,4,10,4,30000000
2,2,2,4.8,2,7500000
3,2,2,4.2,2,7000000
3,2,2,4.2,2,6300000
3,2,7,4.2,2,5700000
3,2,2,4.2,2,5800000
3,2,2,4.2,2,7000000
2,0,5,6,5,13500000
2,0,6,14.2,6,25500000
2,0,5,8,5,14000000
2,0,5,8,5,14500000
2,0,5,7,5,26000000
3,0,2,4.3,2,5350000
3,0,2,4.2,2,5250000
3,0,2,4.5,2,5550000
3,0,2,4.2,2,5150000
3,0,2,3.8,2,4650000
3,0,1,2,1,2450000
3,0,1,2.2,1,2750000
3,0,3,12,3,30000000
2,0,4,16,4,19500000
2,0,4,6,4,14000000
2,0,6,10,5,15500000
2,0,5,5,5,17000000
2,0,0,11,0,34000000
2,0,0,6.7,4,25000000
2,0,0,8,4,23500000
2,0,0,6.7,4,18000000
2,0,0,6.7,4,25000000
2,0,0,6.7,3,21000000
2,0,0,10.9,5,28000000
3,0,0,4,2,8500000
2,0,0,10.9,5,30000000
2,0,0,14.2,6,38000000
2,0,0,10.9,5,28500000
2,0,0,10.9,6,42500000
2,0,0,8,5,32500000
2,3,0,5,3,9500000
2,3,0,7,4,20000000
2,3,0,5,0,12500000
2,3,4,7,4,18000000
2,3,0,5,3,12500000
2,3,4,7,4,20000000
2,1,2,5,2,4800000
2,1,3,10,3,9000000
2,1,4,3,7,11000000
3,1,1,3.3,1,8000000
2,1,6,7,5,15000000
2,4,5,5,3,12500000
2,4,4,5,4,10800000
2,4,3,2,3,6500000
2,4,3,3,3,8000000
2,4,4,5,3,12500000
2,4,4,8,3,15000000
2,4,5,10,4,17500000
2,4,4,8,3,16500000
2,4,4,8,3,12500000
2,4,4,8,3,13000000
2,4,4,12,4,18000000
2,4,5,10,4,23000000
2,4,5,10,4,19500000
2,4,4,8,3,17000000
2,4,4,5,3,12500000
2,4,5,12,4,22000000
2,4,4,4,3,7500000
2,4,4,7,4,15000000
2,4,4,10,3,14000000
2,4,10,10,4,25000000
2,4,5,10,4,18500000
2,4,5,5,3,11500000
2,4,5,12,4,22000000
2,4,6,14,5,35000000
2,4,5,5,3,11000000
2,4,6,5.5,7,8800000
2,4,3,2,3,8000000
2,4,4,5,4,8200000
2,4,3,2,3,7500000
2,4,3,2,3,9000000
2,4,3,2,3,4500000
2,4,3,3,3,10000000
2,4,3,2,3,8500000
2,4,3,2,3,8500000
2,4,3,2,3,8000000
2,4,3,3,3,9000000
2,4,4,5,4,11000000
2,4,3,3,3,6500000
2,4,6,10,6,20000000
2,4,5,10,5,15000000
2,4,5,5,5,11500000
2,4,5,10,5,24000000
2,4,2,5,2,7500000
2,4,3,5,3,8500000
2,4,3,5,3,8000000
2,4,4,5,4,11000000
2,4,3,3,3,6500000
