property_type,city,baths,area,bedrooms,price
2,1,0,4.5,8,10000000
2,1,3,10,3,17500000
2,1,4,5,4,9900000
3,1,1,3.5,2,1950000
3,1,1,3.5,2,2800000
3,1,1,3.5,2,2600000
3,1,1,2.2,1,4000000
2,1,3,10,3,17000000
2,1,4,10,4,23000000
2,1,4,5,4,9000000
2,1,3,4,2,6500000
2,1,3,5.6,2,5200000
2,1,1,3,1,3600000
1,2,3,4,3,5600000
2,2,0,3.2,0,750000
2,2,0,8,0,11100000
2,2,3,6,3,13000000
3,2,0,9.7,3,52500000
2,2,6,3.6,6,12500000
3,2,1,2.7,2,3200000
2,2,7,9.6,7,30000000
3,2,3,5.3,3,11500000
3,2,0,3.7,4,6000000
3,2,1,2.2,2,2600000
2,2,0,16,7,165000000
2,2,4,3.2,4,3800000
3,2,1,2.2,1,2300000
3,2,2,5,2,10600000
1,2,0,6.6,3,25000000
1,2,0,6.6,3,25000000
2,2,0,13.3,0,51000000
2,2,0,9.6,0,22000000
3,2,3,8,3,17500000
3,2,3,5.3,3,8400000
3,2,0,4.2,0,9500000
3,2,3,5.8,3,8400000
1,2,0,6.2,0,4800000
3,2,4,11.1,4,23500000
3,2,2,2.9,2,4800000
1,2,3,5.3,2,7000000
2,2,2,4.8,2,8700000
0,2,3,6.4,3,11500000
2,2,2,4.8,3,7500000
2,2,0,2.6,0,3500000
2,2,3,4.8,4,13500000
3,2,1,3,2,4500000
3,2,2,2.7,2,1500000
3,2,2,3.6,2,5000000
2,2,3,2.6,3,4700000
2,2,4,4.8,5,24500000
3,2,2,4.2,2,5700000
2,2,4,4.8,5,20000000
2,2,3,9.4,3,8100000
2,2,3,8,3,10200000
3,2,2,4.2,2,5500000
3,2,3,6.2,3,11500000
2,2,4,9.6,4,24000000
2,2,4,2.6,4,5000000
3,2,1,2.7,2,1500000
2,2,4,9.4,3,8000000
2,2,6,4.8,4,8000000
3,2,0,4.7,2,7500000
3,2,2,3.2,2,2500000
3,2,2,3.2,2,2500000
2,2,6,3.2,9,15000000
3,2,3,5.3,3,15000000
2,2,9,17.5,6,27500000
3,2,3,6.4,3,12000000
5,2,2,6.4,2,7500000
3,2,3,5.6,3,6500000
3,2,3,7.1,3,22500000
2,2,2,3.2,5,9000000
2,2,3,4.8,3,16000000
2,2,2,3.2,2,3500000
2,2,3,3.3,5,9500000
3,2,2,3.8,2,3900000
3,2,3,7.3,3,7500000
2,2,4,4.8,4,11000000
3,2,6,18.3,5,117500000
2,2,0,4.8,0,14500000
3,2,2,4,2,5400000
3,2,3,4.4,2,8500000
3,2,3,7.3,3,16500000
2,2,3,4.8,2,14500000
5,2,3,13.3,3,12000000
2,2,6,12,6,45000000
3,2,2,2.4,2,4200000
3,2,2,6.7,2,4000000
3,2,6,18.7,5,125000000
3,2,5,10.2,4,50000000
3,2,2,4.4,3,11000000
3,2,3,5.3,3,14000000
2,2,6,8,6,21000000
3,2,2,4,2,5800000
2,0,8,13,7,31500000
2,0,8,13,7,31500000
2,0,3,7,3,10000000
2,0,3,4,3,6700000
2,0,5,5,4,8000000
2,0,3,5,2,6300000
2,0,7,4,4,17000000
2,0,5,4,3,16000000
2,0,3,3.5,4,8200000
2,0,6,7,6,32500000
2,0,0,6,0,11500000
2,0,3,6.7,3,14500000
3,0,2,4,2,6000000
2,0,7,7.8,7,29000000
3,0,4,12.9,3,18500000
3,0,1,1.8,1,2000000
3,0,2,3.9,2,3000000
6,0,2,5,2,4000000
2,0,6,10,5,23500000
2,0,6,10,5,23500000
2,0,4,6.7,4,26500000
2,0,3,7,2,8500000
2,0,4,5,4,23500000
2,0,2,8,2,4600000
2,4,2,3,2,2400000
2,4,6,6,5,12700000
2,4,3,5,3,11000000
2,4,6,11,5,20500000
2,4,5,5,4,11500000
2,4,5,7,4,13000000
3,4,1,2,3,2200000
2,4,4,5,3,8500000
2,4,6,10,6,21000000
2,4,0,5.7,0,12000000
2,4,0,4.5,0,15000000
2,4,5,5,7,11500000
2,4,6,10,5,19500000
2,4,5,10,4,17200000
2,4,4,5,3,13500000
2,4,4,5,3,10800000
2,4,4,5,3,11500000
2,4,5,5,4,14000000
2,4,5,10,4,24000000
2,4,5,5,4,16000000
2,4,5,10,5,24000000
2,4,4,5,3,9500000
2,4,4,7,3,22500000
2,4,4,8,3,14500000
6,4,4,3,4,3200000
2,4,4,5.5,3,11000000
2,4,2,5,2,4800000
2,4,4,6,3,12000000
3,4,0,3.1,0,6200000
2,4,4,5,3,13000000
2,4,4,5,3,15000000
2,4,4,4,3,5750000
2,4,4,3,3,6000000
2,4,6,10,5,12800000
2,4,0,10,5,20000000
2,4,0,3,0,5000000
2,4,6,15,6,37500000
2,4,4,10,3,19500000
2,4,5,10,5,28000000
2,4,2,2,1,3000000
2,4,4,3,3,5200000
2,4,0,3,0,4500000
2,4,4,5,3,10000000
2,4,2,3,2,4400000
2,4,3,3,3,6750000
2,4,5,10,5,16000000
2,4,2,2,2,3000000
2,4,4,5,3,12500000
2,3,0,10,0,9000000
2,3,0,5,0,9500000
2,3,4,3,3,7000000
2,3,3,3.5,6,15000000
2,3,3,2.5,4,3600000
2,3,0,10,4,9000000
2,3,0,7,4,19500000
2,3,5,10,4,37500000
2,3,1,2.3,3,2500000
2,1,8,13,7,31500000
2,1,8,13,7,31500000
2,1,0,8,0,22000000
2,1,7,10,5,22000000
2,1,10,12,6,22000000
2,1,0,5,0,6500000
2,1,6,10,5,25000000
2,1,3,4,4,3000000
2,1,3,5,2,5500000
2,1,6,10.5,6,35000000
2,1,7,10,4,29000000
2,1,4,12,3,22000000
3,1,4,10,3,12000000
2,1,6,10,5,23500000
2,1,6,10,5,23500000
2,1,3,3,4,9600000
2,1,10,11,8,7500000
2,1,6,14,6,25000000
2,1,3,5,2,4200000
2,1,6,5,6,10000000
2,1,5,10,4,22500000
2,2,5,4.8,6,14000000
2,2,2,2.6,2,4000000
3,2,3,6.3,3,7900000
3,2,0,4.4,0,6500000
3,2,2,4.4,2,7500000
2,2,6,16,6,46000000
2,2,0,3.2,0,9500000
3,2,2,2,2,6500000
2,2,6,9.6,6,35000000
2,2,6,10,6,35000000
3,2,3,6.2,3,11500000
3,2,1,2.7,1,1500000
1,2,2,4.8,2,7500000
0,2,3,5.2,3,11000000
2,2,0,11,0,9200000
3,2,3,6,3,5000000
3,2,0,4.9,0,5600000
3,2,3,6.2,3,11000000
2,2,3,4.8,2,16000000
2,2,3,4,3,35000000
3,2,2,4.2,2,5500000
3,2,1,2.9,2,2300000
2,2,2,3.2,2,10500000
2,2,6,3.2,10,13000000
2,2,5,6.4,4,32500000
3,2,3,10,3,18500000
2,2,0,5.4,0,14000000
2,2,0,9.6,3,39000000
2,2,0,4.8,2,11500000
2,2,0,4.8,4,14000000
2,2,0,4.8,2,11500000
1,2,0,9.6,3,13500000
2,2,0,4.8,2,15000000
2,2,0,16,4,42500000
2,2,4,9.6,6,40000000
3,2,2,2,2,6500000
3,2,2,3.8,2,4600000
3,2,0,5.7,3,13000000
3,2,0,3.8,2,7500000
2,2,0,4.8,4,13800000
2,2,10,9.9,7,34000000
2,2,5,8,8,25000000
0,2,3,4.8,3,8000000
3,2,2,2.8,2,3600000
2,2,5,4,6,10900000
2,2,3,9.6,3,33000000
2,2,0,3,0,8500000
2,2,0,3,0,6500000
2,2,3,4.8,2,9500000
2,2,0,3,0,8500000
3,2,2,4,2,11000000
3,2,3,8.9,3,19000000
3,2,6,15.1,5,25000000
1,2,3,8,3,15000000
3,2,0,5,0,8000000
3,2,3,5.8,5,5700000
3,2,3,5.8,5,6500000
3,2,3,5.8,5,6500000
3,2,3,6,3,4500000
3,2,2,6.4,3,14500000
3,2,3,7.8,3,18000000
2,2,4,9.6,3,26500000
3,2,5,15.6,5,80000000
2,2,5,8.2,5,29000000
2,2,2,4.8,2,6700000
3,2,2,4.9,2,3500000
5,2,3,6.7,3,7000000
2,2,5,4.8,4,17500000
3,2,4,6.7,4,15000000
2,2,5,4.8,4,17500000
2,2,5,4.8,4,17500000
2,2,6,9.6,6,21000000
2,2,6,9.6,6,21000000
2,2,6,8,6,24500000
2,2,6,8,6,24500000
3,2,2,5.1,2,4500000
3,2,2,3.3,2,2600000
2,2,7,7.2,6,23500000
3,2,2,3.2,2,4500000
2,2,6,9.6,6,24500000
2,0,4,8,3,7600000
3,0,2,4.8,2,10200000
3,0,2,4.7,2,4500000
2,0,6,5,5,9550000
3,0,2,3.6,2,3700000
3,0,2,7.9,2,7800000
3,0,2,3.8,1,3000000
2,0,6,10,5,29000000
2,0,6,10,5,21500000
2,0,5,4.5,4,7800000
3,0,1,3.1,1,5250000
2,0,6,14,6,23000000
2,4,6,4,5,9500000
2,4,0,3,0,4000000
2,4,3,6,3,10800000
2,4,3,5,6,5000000
2,4,4,5,3,13000000
2,4,2,5.5,3,7800000
2,4,0,10,4,19500000
3,4,0,1.1,0,1650000
2,4,4,5,3,16000000
2,4,4,5,4,12000000
2,4,4,5,3,15000000
2,4,5,5,4,8000000
2,4,6,9,5,15000000
2,4,3,5,3,12000000
2,4,9,10,6,36500000
2,4,4,4,3,13000000
2,4,5,15.5,4,27500000
2,4,5,7,5,13000000
2,4,5,7,5,20000000
2,4,5,4,3,5800000
2,4,5,10,4,33500000
2,4,4,7,3,25000000
2,4,4,7,3,25000000
2,4,4,10,4,28000000
2,4,2,4.2,2,5500000
2,4,5,5,4,22500000
2,4,1,3,2,4800000
2,4,4,10,4,16000000
3,4,3,11,3,19500000
2,4,5,10,4,26000000
2,4,3,8,4,17000000
2,4,6,10,5,26000000
2,4,5,10,4,24500000
2,4,4,10,4,25000000
2,4,4,3.4,4,8500000
2,4,4,5,4,4800000
2,4,3,3.5,3,3775000
2,4,2,5,2,5750000
2,4,4,5,6,13000000
2,4,3,4,3,8500000
2,4,2,3.4,3,4350000
2,4,3,2.2,3,7000000
2,4,3,3,3,5000000
2,3,5,5,3,9500000
3,3,1,2,1,3200000
2,3,1,3.5,1,7000000
2,3,4,5,3,11000000
2,3,5,5,3,9500000
2,3,4,3,3,5500000
2,1,6,10,5,22500000
3,1,2,2.7,2,2800000
2,1,0,11.5,0,32500000
3,1,2,3.1,2,2800000
2,1,3,2.6,5,7800000
2,1,6,10,5,23000000
2,1,4,7,4,14500000
3,1,2,2.5,2,3200000
2,1,5,7,5,14000000
2,1,4,7,4,14000000
2,1,4,7,4,13900000
2,1,6,11.6,6,12000000
2,1,3,7,3,24000000
2,1,6,11.6,6,12000000
2,1,2,7,2,5500000
3,1,0,3,1,4500000
2,1,4,5,4,11000000
2,1,4,5,4,8500000
2,1,0,12,0,24000000
2,2,4,8,3,15000000
3,2,2,2.4,2,2500000
2,2,3,5,3,5800000
3,2,4,8,3,16000000
3,2,3,6,3,8500000
3,2,2,3.1,2,8400000
3,2,4,11.4,3,33500000
2,2,6,17.1,5,65000000
3,2,2,3.6,2,6200000
3,2,4,8,3,16000000
2,2,3,8,3,14800000
2,2,4,4,3,34000000
2,2,2,4.8,3,11000000
3,2,2,3.3,3,6000000
2,2,3,4.8,3,8300000
3,2,3,7.7,3,16000000
3,2,4,11.6,4,55000000
3,2,3,8.9,3,50000000
2,2,5,14,4,65000000
3,2,3,8.3,3,37500000
3,2,4,9,4,12500000
3,2,0,8.2,3,21000000
2,2,5,14,5,93000000
1,2,2,5.6,2,9000000
2,2,4,8,3,13800000
3,2,4,11.6,4,60000000
5,2,3,15.1,3,35000000
3,2,4,6,3,7500000
3,2,4,14.2,3,62500000
2,2,5,12,5,50000000
2,2,6,4,4,13500000
2,2,3,8,3,18000000
2,2,2,2.4,2,3000000
3,2,0,5.6,3,5800000
3,2,0,4.7,2,4000000
3,2,0,3.6,2,3200000
3,2,0,7.6,3,11000000
3,2,2,4.2,2,6500000
5,2,3,4.4,3,4800000
3,2,3,6,3,21000000
3,2,0,9.3,3,33500000
3,2,3,8,3,34000000
3,2,4,8.7,5,17000000
3,2,4,16.4,4,42500000
2,2,0,4.8,0,23500000
3,2,4,8.7,5,17000000
3,2,2,4,2,6000000
3,2,1,2.7,2,4500000
3,2,4,10.7,3,17800000
3,2,5,10.8,4,50000000
2,2,4,4,8,10000000
3,2,3,5.3,3,9000000
3,2,2,3.6,3,5000000
2,2,8,16,8,75000000
3,2,5,8.9,0,16500000
2,2,2,3.2,5,6500000
3,2,0,4.2,0,8900000
3,2,3,8.4,3,9500000
2,2,8,6,6,18000000
3,2,3,5.1,3,10000000
2,2,4,3.2,4,8000000
2,2,5,4,5,28000000
3,2,1,1,2,1900000
2,2,4,10.4,4,54000000
2,2,9,16,7,75000000
3,2,1,3,2,5000000
2,2,3,5,3,9000000
2,2,3,6.1,3,9200000
2,2,3,8,3,11800000
2,2,4,4.8,4,39500000
2,2,6,12,6,42000000
2,2,6,6.4,6,27500000
3,2,4,10,3,12500000
3,2,3,8,3,22000000
3,0,1,2.6,1,3900000
2,0,3,8,3,7400000
2,0,3,8,3,6500000
2,0,3,8,3,6000000
2,0,0,8,3,5800000
2,0,0,5,2,2350000
2,0,0,5,2,2450000
2,0,0,5,2,2500000
2,0,0,5,2,2900000
2,0,0,5,2,3000000
2,0,2,5,2,3200000
2,0,0,8,3,7500000
2,0,0,5,2,3500000
2,0,0,5,2,3800000
2,0,0,16,6,62500000
3,0,0,2.7,1,10000000
3,0,0,11.8,2,19000000
3,0,0,6.4,2,12000000
3,0,0,13.3,4,35000000
3,0,0,6.4,2,15000000
3,0,0,10.4,3,8000000
2,0,0,6.7,5,27500000
2,0,0,5.6,0,20000000
2,0,0,12.4,0,37500000
2,0,0,10.9,5,35000000
2,0,0,10.9,6,35000000
2,0,0,14.2,5,42500000
2,0,0,6.7,5,24000000
2,0,6,12,6,24000000
2,0,6,12,6,25000000
2,0,7,12,6,43000000
3,0,3,4.9,3,5100000
2,0,2,5,2,3600000
2,0,0,10.1,0,32500000
2,0,5,6,4,13500000
2,0,6,8,5,14500000
2,0,6,8,5,21000000
2,0,3,4.4,3,14000000
2,0,3,5,3,9000000
2,0,3,6,3,5500000
3,0,1,3.1,2,6500000
2,0,2,5,2,4000000
3,0,2,6.7,2,10000000
2,0,3,17.8,3,75000000
3,0,1,3.1,2,6000000
3,0,2,5.3,2,7500000
2,0,5,8.8,5,32500000
3,4,4,10,3,14500000
2,4,4,5,4,7500000
2,4,7,12,5,24500000
2,4,3,6,3,12500000
2,4,5,5,5,13000000
2,4,5,5,5,12000000
2,4,3,5,3,11500000
2,4,0,2.3,0,3900000
2,4,4,10,4,18500000
2,4,3,2.1,3,4300000
2,4,6,10,5,24500000
2,4,7,5,6,9800000
2,4,7,10,6,23800000
2,4,6,10,5,15000000
2,4,0,10,0,20000000
2,4,6,18,5,35000000
2,4,4,6,3,12800000
2,4,3,2,3,8000000
2,4,4,6,6,13000000
2,4,4,2.7,4,4495000
2,4,5,10,4,23000000
2,4,4,2,3,3990000
2,4,3,3,2,3350000
2,4,5,10,4,32500000
2,4,2,2.2,2,2600000
2,4,5,7,5,16500000
2,4,4,11,4,18000000
2,4,4,10,3,16500000
2,4,7,12,4,18000000
2,4,3,3,1,3200000
2,4,0,2,2,3000000
2,4,4,10,4,16000000
2,4,4,5,3,15500000
2,4,3,5,3,9000000
2,4,0,10,5,24000000
2,4,0,5,5,15500000
2,4,4,10,4,25000000
2,4,2,10,2,17000000
2,4,2,5,3,5500000
2,4,6,18,6,22500000
2,4,3,3,3,5800000
1,4,3,4,4,7000000
2,4,5,6,5,10000000
2,4,6,5,5,12500000
2,3,2,10,1,6000000
2,3,3,1.7,4,4200000
2,3,4,5,4,7000000
2,3,2,3,3,4500000
2,3,5,10,4,13500000
2,1,0,10,0,22500000
2,1,6,11,6,17000000
2,1,6,10,5,21000000
2,1,6,10,5,23000000
3,1,2,5.8,2,10500000
2,1,4,7,4,14500000
2,1,6,10,5,22500000
2,1,0,12.4,0,19000000
2,1,5,10,5,18500000
3,1,3,10,3,13000000
3,1,1,4.9,1,10000000
2,1,6,5,6,11000000
2,1,4,11,3,22000000
2,1,6,7,5,13500000
2,1,4,13.9,3,21500000
2,1,3,6,2,14000000
2,1,2,5,2,5800000
2,1,6,10,5,22500000
2,1,5,7,5,13500000
2,1,2,7,2,3500000
3,2,4,9.9,4,50000000
3,2,1,1.9,1,2300000
3,2,2,3.8,0,6000000
3,2,2,3.6,3,4000000
3,2,2,4.4,2,9500000
3,2,2,4,2,2000000
3,2,2,2.7,2,5800000
3,2,2,4.4,2,8800000
3,2,3,7.1,3,12700000
2,2,5,16.5,8,31500000
3,2,2,5.3,2,5500000
2,2,6,16,6,55000000
2,2,5,10,5,67500000
3,2,2,5.8,2,5000000
2,2,4,4.8,4,14000000
2,2,4,4.8,4,15500000
2,2,2,4.8,2,16000000
2,2,4,4.8,4,23500000
2,2,2,4.8,2,6500000
2,2,5,4.8,4,23500000
2,2,2,4.8,2,12000000
2,2,4,4.8,4,13500000
2,2,4,4.8,4,13800000
2,2,4,4.8,4,17500000
2,2,6,9.6,6,26000000
2,2,3,9.6,3,21500000
2,2,4,4.8,4,19500000
3,2,3,10.7,3,45000000
3,2,2,3.8,2,5400000
2,2,8,9.6,6,32000000
3,2,3,6.4,3,12500000
0,2,2,4,2,7500000
2,2,0,4.8,4,17500000
1,2,4,8.7,4,21500000
3,2,0,2.7,0,3550000
2,2,4,8,3,11300000
2,2,4,8,3,11300000
2,2,4,8,3,11300000
5,2,3,14.2,3,34000000
3,2,3,4.8,4,11500000
2,2,6,4.8,6,12000000
2,2,6,4.8,7,15000000
2,2,5,14,5,100000000
3,2,3,7.3,3,31000000
3,2,2,4.2,2,8000000
3,2,4,10.2,4,42500000
3,2,3,7.6,3,24500000
2,2,4,15.1,4,50000000
3,2,2,4.7,2,7500000
2,0,0,4,0,7400000
3,0,1,4.3,1,4800000
2,0,0,5,0,17000000
3,0,1,2.9,1,5200000
2,0,0,14.2,6,46500000
3,0,0,2.2,0,3500000
2,0,0,14,2,20000000
2,0,2,5,2,3800000
2,0,7,12,6,29000000
2,0,4,7,4,16000000
3,0,2,7.6,2,37000000
2,0,3,8,3,7800000
3,0,1,3.1,1,5250000
2,0,2,5,2,3550000
2,0,6,10,5,30500000
2,0,2,5,2,4500000
3,0,2,2.4,2,2500000
2,0,0,6.7,0,15000000
2,4,4,5,3,7500000
2,4,5,3,8,6500000
3,4,2,2,2,2300000
2,4,5,10,4,20500000
2,4,4,12,5,28000000
2,4,7,10,6,17500000
2,4,5,10,5,18500000
2,4,3,2.5,3,6000000
2,4,0,6,0,16000000
2,4,2,2.5,2,3100000
2,4,7,10,5,24500000
2,4,4,5,3,11500000
2,4,6,10,5,30000000
2,4,2,10,3,16000000
2,4,1,5,2,4700000
2,4,5,10,4,32000000
2,4,4,10,3,17000000
2,4,6,10,4,27500000
2,4,5,10,4,27500000
2,4,5,10,4,25000000
2,4,5,10,4,24000000
2,4,4,10,4,26000000
2,4,4,10,4,22500000
2,4,3,10,3,21800000
2,4,3,3,3,3700000
2,4,0,3,0,6500000
2,4,4,4,4,16000000
2,4,4,4,4,16000000
2,4,6,10,5,29000000
2,4,2,3,5,7000000
2,4,4,5,4,10000000
2,4,8,3,4,11500000
2,4,4,5,3,14500000
2,4,4,7,4,22000000
2,4,5,10,4,15500000
2,4,0,5,3,15000000
2,4,4,10,7,26300000
2,4,6,5,5,9000000
2,4,0,10,5,26500000
2,4,6,5,4,9000000
2,4,5,10,5,22500000
2,4,4,10,4,20000000
2,4,6,10,5,16000000
2,4,7,10,5,22000000
2,4,3,2,3,4350000
2,4,0,6.5,0,11000000
2,3,3,5,3,8000000
2,3,3,1.8,2,17500000
2,3,5,7,4,20000000
2,3,4,5,3,13000000
2,3,4,5,3,10000000
2,3,0,3.5,0,4200000
2,3,0,6.2,4,8500000
2,3,2,5,3,5000000
2,3,0,5,2,5800000
2,1,4,4,4,15000000
2,1,0,4,4,11000000
2,1,0,3,4,6500000
2,1,0,5,5,17000000
2,1,3,4,6,3900000
3,2,4,10.2,4,65000000
2,2,4,12,4,60000000
3,2,2,4.2,2,6500000
3,2,3,7.3,3,10500000
3,2,4,7.6,3,10500000
1,2,3,5.3,3,8000000
2,2,4,3.4,6,9800000
1,2,5,9.3,4,16500000
3,2,3,5.3,3,10000000
3,2,3,7.1,3,26000000
2,2,2,2.6,4,3000000
3,2,2,4.2,2,13000000
3,2,3,6.7,3,12500000
3,2,3,9.8,3,27500000
3,2,3,6.7,3,14500000
3,2,0,8,4,28500000
3,2,2,4,2,6500000
2,2,5,3.5,4,7500000
3,2,3,7.8,3,10500000
3,2,3,6.7,3,11500000
3,2,1,2.7,2,2600000
3,2,3,8,3,6000000
3,2,3,10.7,3,40000000
2,2,7,9.6,6,32500000
3,2,2,2.7,2,2500000
3,2,2,4.8,2,5500000
2,2,4,3.6,8,13000000
3,2,1,2.7,2,1800000
2,2,0,3.2,0,12000000
2,2,0,3.2,0,9500000
2,2,2,4.8,2,18000000
3,2,2,3.6,2,5000000
2,2,0,4.8,0,25000000
3,2,2,3.6,2,6000000
3,2,4,15.1,4,42500000
2,2,0,2.4,0,7500000
3,2,2,4,2,5000000
3,2,2,3.6,2,4500000
2,2,2,4.8,2,12800000
2,2,4,4.8,4,15500000
3,2,3,6.2,3,14000000
3,2,3,6.7,3,13000000
3,2,2,4,2,10000000
3,2,2,2.7,2,4000000
2,2,4,4.8,4,14000000
2,2,4,9.6,3,17000000
2,2,0,10,0,65000000
3,2,1,1.3,1,800000
2,2,0,8,0,11300000
3,2,1,1.6,1,2450000
3,2,2,5.2,2,3763000
2,2,6,15.4,6,36500000
3,2,3,5.6,3,19000000
1,2,2,4,2,12500000
1,2,3,6.8,3,9500000
2,2,5,14,4,58500000
3,2,4,11.4,3,28500000
3,2,4,11.4,3,31000000
2,2,0,4.8,4,12200000
3,2,0,8.7,0,30000000
2,2,7,18.3,6,125000000
2,2,3,9.6,3,26000000
3,2,2,3.8,2,9000000
0,2,4,6.7,4,22000000
3,2,4,9.8,4,38500000
3,2,4,12,4,42500000
3,2,4,13.3,4,32500000
2,2,1,2.6,2,1700000
3,2,2,5,2,12000000
2,2,0,12,0,70000000
2,2,3,8,3,25000000
2,2,4,4.8,3,14500000
3,2,3,8,3,17500000
2,2,6,12,8,32500000
3,2,0,4.5,0,9500000
2,2,3,4,3,28000000
2,2,0,2.4,0,4200000
2,0,6,14.2,10,80000000
3,0,6,14.2,10,80000000
2,0,3,7,3,22000000
2,0,5,6,4,14200000
2,0,2,5,2,4800000
2,1,7,5,9,10000000
2,1,5,5,5,5000000
2,1,5,10,5,10000000
2,1,3,5,3,3500000
2,1,6,10,4,18500000
2,1,2,5,2,5000000
2,1,2,5,2,4300000
2,1,2,2.5,4,8000000
2,1,6,10,0,20000000
2,1,6,6,4,9300000
2,1,4,15.2,4,38000000
2,1,6,8,6,14000000
2,1,2,5,8,8000000
2,1,6,8,5,15500000
2,1,3,5,2,5500000
2,1,0,8,0,15000000
2,1,9,7,11,30000000
2,1,6,7,5,14000000
2,4,5,10,4,39000000
2,4,5,10,4,27500000
2,4,5,5,4,9700000
2,4,2,2,2,2500000
2,4,3,5,3,11000000
2,4,3,5,3,12000000
2,4,2,5,4,9000000
2,4,6,5,6,11000000
2,4,3,3,3,8500000
2,4,3,4,3,11000000
2,4,3,5,3,12000000
2,4,5,3,4,5700000
2,4,6,4,5,9500000
2,4,5,3,5,5500000
2,4,4,3,3,3990000
2,4,2,3,5,6000000
2,4,6,7.1,5,12500000
2,4,4,3,5,5000000
3,4,3,11.5,3,18000000
2,4,0,10,5,22500000
2,4,0,11.5,7,24000000
2,4,0,5.5,0,12000000
2,4,0,5,0,12000000
2,4,0,12,0,32500000
2,4,6,10,6,17500000
2,4,5,17,5,41500000
2,4,5,8,5,17500000
2,4,3,7,3,21500000
2,4,6,10,6,23300000
2,4,5,10,5,18500000
2,4,4,10,4,15000000
2,4,5,10,4,33500000
2,4,6,7,4,23000000
3,4,5,4,2,4000000
2,4,6,12,5,22500000
2,4,6,10,6,13500000
2,4,4,10,4,27500000
2,4,1,6,3,6000000
2,4,2,10,2,16000000
2,4,5,10,4,20500000
2,4,6,10,4,18500000
2,4,3,5,3,12000000
2,4,6,10,4,24000000
2,2,5,2.4,8,5600000
3,2,2,4.4,2,6500000
3,2,2,4.2,2,10500000
3,2,4,6,3,8000000
3,2,2,2,2,6200000
1,2,4,8.6,4,16500000
2,2,5,4,4,42000000
2,2,5,12,4,78000000
3,2,3,3.8,2,5200000
2,2,1,3.2,3,3200000
0,2,3,9.6,3,13500000
2,2,6,4.8,6,10000000
0,2,3,8,3,15000000
2,2,0,4.8,2,11000000
3,2,2,3.2,1,14000000
3,2,0,3.3,2,3800000
2,2,0,9.6,3,32500000
3,2,0,6.4,3,7000000
3,2,0,6.9,3,7000000
3,2,0,2.9,2,2600000
3,2,0,5.2,3,10000000
3,2,5,16,5,80000000
2,2,5,12,4,57500000
2,2,3,8,3,14500000
2,2,5,14,4,65000000
3,2,2,4.2,2,6500000
3,2,2,4.2,2,6000000
2,2,0,4.8,0,4000000
2,2,3,8,3,9500000
3,2,4,11.4,3,30500000
3,2,4,11.4,3,30000000
3,2,4,11.4,3,29500000
3,2,4,11.4,3,29000000
3,2,4,11.4,3,28500000
3,2,2,5,2,6000000
2,2,7,9.6,6,24500000
2,2,5,9.6,6,24000000
3,2,0,4.4,0,4700000
3,2,4,11.4,3,30500000
3,2,4,11.4,3,30000000
3,2,4,11.4,3,29500000
3,2,4,11.4,3,29000000
3,2,4,11.4,3,28500000
3,2,2,3.3,2,6800000
2,2,7,9.6,6,24500000
2,2,5,4.8,4,13500000
2,2,5,4.8,4,12500000
2,2,5,9.6,6,25500000
2,2,5,9.6,6,24000000
2,2,5,9.6,6,24500000
3,2,2,2.4,2,1600000
3,2,2,5.3,2,8400000
2,2,3,8,3,6800000
3,2,2,3.3,2,5500000
3,2,1,4.8,2,3500000
3,2,4,10.7,4,57500000
1,2,3,7.3,3,18500000
2,2,2,4.8,2,7500000
1,2,2,4.8,2,5700000
3,2,2,4.4,2,21000000
2,2,7,4.8,6,20000000
3,2,2,4.7,2,4500000
2,2,0,6,0,12500000
3,2,0,5.1,0,12500000
3,2,0,4.2,2,5700000
0,2,2,4.8,3,7000000
2,2,6,16,6,57500000
3,2,3,6.7,3,23500000
3,2,3,7.1,3,12500000
1,2,4,16,4,19000000
3,2,2,6,2,13200000
3,2,1,1.8,2,1600000
0,2,2,4.8,2,9500000
2,0,1,2,3,2700000
2,0,6,13,6,19000000
2,0,4,5,4,8500000
3,0,1,1.7,1,1900000
2,0,7,14.2,7,29000000
2,0,5,4,4,8800000
2,0,6,12,5,28000000
2,0,5,4,4,8300000
3,0,2,7.3,2,11000000
3,0,2,2.7,2,2500000
2,0,3,5,2,6000000
2,0,4,5,3,6200000
2,0,4,5,4,7500000
2,0,0,5,0,11000000
2,0,0,8,0,14000000
2,0,7,18,6,65000000
3,0,0,6,2,15300000
2,0,2,4,2,3000000
2,0,6,14.2,6,49000000
2,0,3,6.7,4,23000000
3,0,1,2.7,1,2800000
2,0,6,10,5,24500000
3,0,2,8,2,29000000
2,0,4,5,4,15000000
2,0,4,10,3,19000000
2,0,1,4,3,3600000
3,0,1,3.1,1,2820000
3,0,2,3.9,2,3550000
2,0,4,3,4,7000000
2,0,2,6,2,6000000
2,0,5,8,5,15800000
2,0,10,10,7,27000000
2,0,0,4.5,0,5500000
3,0,3,7.8,3,32000000
3,0,0,2.4,0,5000000
2,0,7,8.4,6,16500000
2,3,4,4,5,8500000
2,3,5,5,4,9500000
2,3,3,5,3,8500000
3,1,2,3,2,3800000
3,1,2,4.2,2,4950000
2,1,2,5,2,4300000
2,1,2,4,3,2900000
2,1,5,7,4,24500000
2,1,5,7,5,14500000
2,1,6,10,5,20000000
